藏品编号,藏品名称,作者,时间,朝代,类别,尺寸,媒介,摘要,信用信息,图片链接,详情链接
200080,Man's Im‫perial Surcoat,Artist/maker unknown,1796-1820,,Costume (including accessories),"Center Back Length: 49 1/2 inches (125.7 cm)
Width (At shoulders): 63 inches (160 cm)",Silk plain weave with silk and gold-wrapped thread tapestry-weave (kesi),,"Gift of Alice Boney, 1982","https://iiif.micr.io/kfLpM/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/200080
207482,Table Screen,Artist/maker unknown,19th - early 20th century,Qing Dynasty (1644-1911) or Republican Period (1912-1949),Furniture/Furnishings,Including stand: 18 3/4 x 13 3/4 x 6 1/2 inches (47.6 x 34.9 x 16.5 cm),"Rock crystal, wood",,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/tfFKp/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/207482
211496,Box with Lid,Artist/maker unknown,1522-1566,Ming Dynasty (1368-1644),Containers,3 1/16 x 5 3/16 x 6 1/16 inches (7.8 x 13.1 x 15.4 cm),Porcelain with underglaze blue decoration,,"Gift of Mr. and Mrs. John Story Jenks, 1944","https://iiif.micr.io/LbcFv/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/211496
224136,Camel,Artist/maker unknown,7th century,Sui Dynasty (581-618) or early Tang Dynasty (618-907),Sculpture,12 1/8 x 10 7/8 x 4 3/4 inches (30.8 x 27.6 x 12.1 cm),Earthenware with traces of painted decoration,,"Gift of Rodman A. Heeren in memory of his mother, Fernanda Wanamaker Munn, 1962","https://iiif.micr.io/IEtTT/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/224136
245937,Dharmacakra Manjusri,Artist/maker unknown,18th century,,Sculpture,2 × 1 5/8 × 3/4 inches (5.1 × 4.1 × 1.9 cm),Stone,,"Gift of Natacha Rambova, 1964","https://iiif.micr.io/mkqvm/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/245937
245942,Arapacana Manjusri,Artist/maker unknown,18th century,,Sculpture,2 3/8 × 1 7/8 × 1 1/8 inches (6 × 4.8 × 2.9 cm),Stone,,"Gift of Natacha Rambova, 1964","https://iiif.micr.io/iPtlo/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/245942
291781,Rank Badge for Fifth Rank Military Officer,Artist/maker unknown,1821-1850,,Textiles,11 3/4 x 11 3/4 inches (29.8 x 29.8 cm),"Silk satin with metallic thread embroidery in couching stitches and silk embroidery in Peking knots, couching, and satin stitches",,"Gift of Jeffrey C. and Carol B. Blank, 2005","https://iiif.micr.io/TEuPx/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/291781
320656,Saucer,Artist/maker unknown,Late 18th century,Qing Dynasty (1644-1911),Containers,1 1/4 × 5 3/4 inches (3.2 × 14.6 cm),"Porcelain with underglaze, overglaze enamel, and gilt decoration","Samuel Howell, Jr. (c. 1748-1802), a Philadelphia merchant involved in the China trade, used this cup, as well as an assortment of other cups and saucers, to show his customers the patterns available when purchasing a Chinese porcelain service. Each piece bears a number that designates a pattern, by which Howell communicated a customer's choice to his agent in China.","Gift of John R. Young, 1986","https://iiif.micr.io/CbFiU/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320656
326545,Bronze Vessel with Cover (Bianhu),Artist/maker unknown,206 BCE-220 CE,Han Dynasty (206 BCE-220 CE),Containers,Height: 7 inches (17.8 cm),Bronze painted with colored pigments,,Promised gift of Marguerite and Gerry Lenfest,"https://iiif.micr.io/XLGqT/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/326545
326558,Dish,Artist/maker unknown,1573-1620,Ming Dynasty (1368-1644),Containers,Diameter: 7 15/16 inches (20.2 cm),Porcelain with underglaze blue decoration (Jingdezhen ware),,"Gift of Marguerite and Gerry Lenfest, 2021","https://iiif.micr.io/YjHfT/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/326558
76528,Ritual Tripod Food Vessel (Ding),Artist/maker unknown,Around 1200-1100 BCE,Shang Dynasty (c. 1600-1050 BCE),Containers,8 1/2 x 7 1/4 inches (21.6 x 18.4 cm),Bronze,,"Bequest of Henry B. Keep, 1983","https://iiif.micr.io/cDfQw/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/76528
37753,Jar and Cover,Artist/maker unknown,1821-1850,Qing Dynasty (1644-1911),Containers,11 x 7 5/16 inches (28 x 18.5 cm),"Porcelain with underglaze design, blue-and-white",,"The Bloomfield Moore Collection, 1882","https://iiif.micr.io/VmwMv/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/37753
37755,Jar and Cover,Artist/maker unknown,1821-1850,Qing Dynasty (1644-1911),Containers,8 3/8 x 7 1/4 x 7 1/4 inches (21.3 x 18.4 x 18.4 cm),"Porcelain with underglaze design, blue-and-white",,"The Bloomfield Moore Collection, 1882","https://iiif.micr.io/uBlzT/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/37755
38599,Vase and Cover,Artist/maker unknown,1723-1735,Qing Dynasty (1644-1911),Containers,19 11/16 x 7 1/16 inches (50 x 18 cm),Glazed porcelain; wooden cover,,"Bequest of Dr. Francis W. Lewis, 1902","https://iiif.micr.io/vJGMp/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/38599
39299,Bowl and Cover,Artist/maker unknown,1736-1795,Qing Dynasty (1644-1911),Containers,3 3/4 x 3 9/16 inches (9.5 x 9 cm),Porcelain with overglaze enamel floral decoration,,"Bequest of Miss Cornelia Thompson, 1904","https://iiif.micr.io/wzcka/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/39299
40170,Figure of Immortal,Artist/maker unknown,1821-1850,Qing Dynasty (1644-1911),Sculpture,7 3/16 x 31 1/8 inches (18.2 x 79 cm),Glazed stoneware with polychrome glaze (Guangdong Shiwan ware),,"Gift of Mrs. Frank Thorne Patterson in memory of Mrs. John Harrison, 1919","https://iiif.micr.io/qCtOY/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40170
40172,Figure of Immortal,Artist/maker unknown,1821-1850,Qing Dynasty (1644-1911),Sculpture,7 1/8 x 29 1/2 inches (18.1 x 75 cm),Glazed stoneware with polychrome glaze (Guangdong Shiwan ware),,"Gift of Mrs. Frank Thorne Patterson in memory of Mrs. John Harrison, 1919","https://iiif.micr.io/fkllH/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40172
40761,Mounted Figure of a Mourner,Artist/maker unknown,7th century,Tang Dynasty (618-907),Sculpture,11 3/16 x 9 5/16 inches (28.4 x 23.6 cm),Slipped and painted earthenware,,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/gnlbo/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40761
40780,Tripod Food Vessel (Ding),Artist/maker unknown,1st - 2nd century,Eastern Han Dynasty (25-220),Containers,6 11/16 × 9 1/4 inches (17 × 23.5 cm),Earthenware with green lead glaze,,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/QwlrP/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40780
40799,Jar,Artist/maker unknown,11th or 12th century,Northern Song Dynasty (960-1127) or Jin Dynasty (1115-1234),Containers,5 7/8 x 6 5/16 inches (15 x 16 cm),Glazed stoneware (Northern black ware),,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/QMcIS/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40799
40814,Vase,Artist/maker unknown,14th - 15th century,Yuan Dynasty (1271-1368) or early Ming Dynasty (1368-1644),Containers,9 1/8 x 3 1/4 inches (23.1 x 8.2 cm),Glazed stoneware (Cizhou-type ware),,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/LdVfw/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40814
40834,Upper Torso of Court Attendant,Artist/maker unknown,7th to  mid- 8th century,Tang Dynasty (618-907),Sculpture,26 1/8 x 10 3/4 x 8 1/2 inches (66.4 x 27.3 x 21.6 cm),Earthernware with painted decoration,,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/UNhGY/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40834
40884,Figure of God of Longevity (Shou Lao),Artist/maker unknown,15th - 16th century,Ming Dynasty (1368-1644),Sculpture,16 5/16 x 8 1/16 inches (41.5 x 20.5 cm),Stoneware with fahua palette glaze,,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/aVicu/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40884
40915,Armored Warrior,Artist/maker unknown,Early 6th century,Northern Wei Dynasty (386-535),Sculpture,6 15/16 x 2 inches (17.7 x 5.1 cm),Earthenware with incised and painted decoration,,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/AHWFb/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40915
40949,Figure of Attendant,Artist/maker unknown,6th - 7th century,Sui Dynasty (581-618) - Tang Dynasty (618-907),Sculpture,8 9/16 x 2 5/16 inches (21.8 x 5.9 cm),Glazed and painted earthenware,,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/riHkQ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40949
41936,Bowl,Artist/maker unknown,1795-1805,Qing Dynasty (1644-1911),Containers,4 1/2 × 11 1/4 inches (11.4 × 28.6 cm),Hard-paste porcelain with overglaze enamel and gilt decoration,,"Gift of Henry Cowell DuBois, 1928","https://iiif.micr.io/XsXnS/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/41936
42646,Purchasing Fish in Snowy Mountains,Artist/maker unknown,1368-1644 or later,Ming Dynasty (1368-1644) or later,Paintings,49 5/8 × 25 1/2 inches (126 × 64.7 cm),Ink and color on silk; hanging scroll,,"Purchased with Museum funds from the Simkhovitch Collection, 1929","https://iiif.micr.io/TKfeV/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/42646
42756,Portraits of Famous Men: Yellow Emperor (Huangdi),Artist/maker unknown,19th - early 20th century,Qing Dynasty (1644-1911),Paintings,13 x 8 3/4 inches (33 x 22.2 cm),Ink and color on silk; mounted as an album leaf,,"Purchased with funds contributed by Edward B. Robinette from the Simkhovitch Collection, 1929","https://iiif.micr.io/dAueH/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/42756
48753,Covered Vase,Artist/maker unknown,19th - early 20th century,Qing Dynasty (1644-1911) or Republican Period (1912-1949),Containers,9 x 5 1/16 inches (22.8 x 12.8 cm),"Rock crystal, wood",,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/Dcbqn/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48753
48798,Bowl,Artist/maker unknown,1821-1850,Qing Dynasty (1644-1911),Containers,2 1/2 x 5 7/8 inches (6.4 x 15 cm),Porcelain with underglaze blue and overglaze enamel decoration,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/mcdTG/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48798
48856,Vase,Artist/maker unknown,1662-1722 or later,Qing Dynasty (1644-1911),Containers,15 1/2 x 7 1/8 inches (39.4 x 18.1 cm),"Porcelain with underglaze blue, copper-red and celadon glaze and slip decoration",,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/WxEFl/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48856
48916,Oxblood Glazed Bowl,Artist/maker unknown,1662-1722,Qing Dynasty (1644-1911),Containers,2 3/4 × 8 inches (7 × 20.3 cm),Porcelain with copper-red glaze (Langyao),,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/VTOui/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48916
55130,Vase with Lid (one of a pair),Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,21 3/4 x 9 inches (55.2 x 22.9 cm),Porcelain with overglaze enamel decoration (Famille noire),"On this dramatic black vase a pheasant perched on a rock seems to call to its mate while a single butterfly flutters above blooming peonies, magnolias, and plum blossoms. The floral patterns continue harmoniously on the curved surfaces of the neck and lid, demonstrating the masterful skill of the Chinese porcelain painter.","The Alfred and Margaret Caspary Memorial Gift, 1955","https://iiif.micr.io/yaAtI/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/55130
55139,Vase,Artist/maker unknown,1662-1722 or later,Qing Dynasty (1644-1911),Containers,18 1/4 x 8 1/4 inches (46.4 x 21 cm),Porcelain with overglaze enamel decoration (Famille noire),,"The Alfred and Margaret Caspary Memorial Gift, 1955","https://iiif.micr.io/EAwDC/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/55139
55146,Vase and Stand,Artist/maker unknown,1662-1722,Qing Dynasty (1644-1911),Containers,10 1/4 x 4 inches (26 x 10.2 cm),Porcelain with enamel decoration on biscuit (Famille verte),,"The Alfred and Margaret Caspary Memorial Gift, 1955","https://iiif.micr.io/uwgnK/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/55146
55161,Ovoid Covered Jar,Artist/maker unknown,1662-1722,Qing Dynasty (1644-1911),Containers,7 x 3 3/8 inches (17.8 x 8.6 cm),Porcelain with underglaze blue decoration,,"The Alfred and Margaret Caspary Memorial Gift, 1955","https://iiif.micr.io/zybNw/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/55161
55373,Oxblood Glazed Vase,Artist/maker unknown,1662-1722,Qing Dynasty (1644-1911),Containers,7 x 4 inches (17.8 x 10.2 cm),Porcelain with copper-red glaze (Langyao),,"The Alfred and Margaret Caspary Memorial Gift, 1955","https://iiif.micr.io/xIwdY/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/55373
58450,Arhat Bakula,Artist/maker unknown,c. 18th - 19th century,,Paintings,"Image: 36 1/2 x 25 1/2 inches (92.7 x 64.8 cm)
Frame: 1 1/4 x 39 1/2 x 28 1/2 inches (3.2 x 100.3 x 72.4 cm)",Colors on cloth,"An Arhat is one who has reached the end of the Eight-Fold Path, and has not only achieved perfection, but can teach others the way to perfection. Arhat Bakula, identified by the mongoose he holds, is the central figure, surrounded by some of his liberated disciples.","Gift of Mrs. Charles S. Ristine, 1961","https://iiif.micr.io/wjqCD/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/58450
83104,Teabowl,Artist/maker unknown,c. 1790-1795,Qing Dynasty (1644-1911),Containers,2 1/16 × 3 1/2 inches (5.2 × 8.9 cm),"Porcelain with underglaze, overglaze enamel, and gilt decoration","Samuel Howell, Jr. (c. 1748-1802), a Philadelphia merchant involved in the China trade, used this cup, as well as an assortment of other cups and saucers, to show his customers the patterns available when purchasing a Chinese porcelain service. Each piece bears a number that designates a pattern, by which Howell communicated a customer's choice to his agent in China.","Gift of John R. Young, 1986","https://iiif.micr.io/LJYmw/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/83104
87687,Plate,Artist/maker unknown,c. 1745,Qing Dynasty (1644-1911),Containers,1/2 × 8 inches (1.3 × 20.3 cm),Hard-paste porcelain with enamel decoration,,"Purchased with funds contributed by the Herman N. and Eleanor G. Ellis Foundation, 1993","https://iiif.micr.io/SOkRK/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/87687
108436,Han Woman's Vest,Artist/maker unknown,1875-1903,Qing Dynasty (1644-1911),Costume (including accessories),Center Back Length: 26 1/2 inches (67.3 cm),"Red silk satin weave with multicolored silk and gold embroidery in satin, couching, long and short, couched filling, outline, and pattern darning stitches, French knots, and laid work; blue silk and gold metallic complex weave; black silk satin; gold metallic and multicolored silk woven trim; yellow silk plain weave",,"Gift of Miss Lois Clarke, 1971","https://iiif.micr.io/sQcoB/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/108436
121331,Painted Textile,Artist/maker unknown,Late 18th century,,Textiles,28 3/8 x 28 3/4 inches (72 x 73 cm),Silk moiré plain weave with water color,,"Gift of Charles Henry Hart, 1897","https://iiif.micr.io/UPGsj/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/121331
141990,Woman's Informal Robe,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Costume (including accessories),43 11/16 × 68 1/2 inches (111 × 174 cm),Orange silk satin with multicolored silk and gold metallic brocading; black silk satin; blue silk plain weave,,"Purchased with the John T. Morris Fund from the Carl Schuster Collection, 1947","https://iiif.micr.io/YgqXn/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/141990
149398,Head of Buddha,Artist/maker unknown,6th - 7th century,Northern and Southern Dynasties (317-589),Sculpture,10 5/8 x 15 3/8 inches (27 x 39.1 cm),Limestone,,"Gift of the Fogg Art Museum, 1924","https://iiif.micr.io/VgGTz/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/149398
152581,Tray,Artist/maker unknown,c. 1790-1800,Qing Dynasty (1644-1911),Containers,5/8 x 4 1/2 inches (1.6 x 11.4 cm),Porcelain with enamel and gilt decoration,,"Bequest of Mrs. Harry Markoe, 1943","https://iiif.micr.io/civgV/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/152581
152584,Saucer,Artist/maker unknown,c. 1790-1800,Qing Dynasty (1644-1911),Containers,1 x 3 3/4 inches (2.5 x 9.5 cm),Porcelain with enamel and gilt decoration,,"Bequest of Mrs. Harry Markoe, 1943","https://iiif.micr.io/heyAt/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/152584
152585,Saucer,Artist/maker unknown,c. 1790-1800,Qing Dynasty (1644-1911),Containers,15/16 x 3 3/4 inches (2.4 x 9.5 cm),Porcelain with enamel and gilt decoration,,"Bequest of Mrs. Harry Markoe, 1943","https://iiif.micr.io/dsJgF/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/152585
152587,Teacup,Artist/maker unknown,c. 1790-1800,Qing Dynasty (1644-1911),Containers,1 3/4 x 1 3/4 x 2 5/8 inches (4.4 x 4.4 x 6.7 cm),Porcelain with enamel and gilt decoration,,"Bequest of Mrs. Harry Markoe, 1943","https://iiif.micr.io/cOVeZ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/152587
161727,Platter,Artist/maker unknown,c. 1820,Qing Dynasty (1644-1911),Containers,3/4 × 11 7/8 × 14 11/16 inches (1.9 × 30.2 × 37.3 cm),Hard-paste porcelain with enamel and gilt decoration,,"Gift of Elizabeth Greenfield Petrie, 2000","https://iiif.micr.io/LAZpU/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161727
161728,Platter,Artist/maker unknown,c. 1820,Qing Dynasty (1644-1911),Containers,3/4 × 11 7/8 × 14 11/16 inches (1.9 × 30.2 × 37.3 cm),Hard-paste porcelain with enamel and gilt decoration,,"Gift of Elizabeth Greenfield Petrie, 2000","https://iiif.micr.io/WYpfR/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161728
168911,Woven Textile,Artist/maker unknown,Late 18th - early 19th century,,Textiles,1 15/16 x 23 1/4 inches (5 x 59 cm),Silk twill with brocading,,"Gift of Joseph Wasserman, 1929","https://iiif.micr.io/SXMLH/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/168911
178041,Bread and Butter Plate,Artist/maker unknown,1801,,Containers,7/8 x 6 5/16 inches (2.2 x 16 cm),Hard-paste porcelain with enamel and gilt decoration,"This plate is part of an ornate tea service that belonged to Sarah Logan of Philadelphia and was handed down through the Logan and Cadwalader families. The service was augmented in the early nineteenth century with Chinese-made bread and butter plates, including this one, decorated with the same pattern of the earlier, English wares.","Gift of Mr. and Mrs. Thomas F. Cadwalader, Jr., 1990","https://iiif.micr.io/ultQL/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/178041
182757,Embroidered Roundel,Artist/maker unknown,Early 19th century,,Textiles,12 x 6 inches (30.5 x 15.2 cm),Silk silk twill with metallic and silk embroidery,,"Gift of Edmund L. Zalinski, 1962","https://iiif.micr.io/FdhkW/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/182757
198132,Performer with a Spouted Vessel,Artist/maker unknown,Second half of 19th century,Qing Dynasty (1644-1911),Paintings,6 15/16 × 3 15/16 inches (17.6 × 10 cm),Watercolor on pith paper,,"Bequest of Mrs. Winifred Bell, 1937","https://iiif.micr.io/tQibE/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/198132
207834,Buddhist Altar Piece,Artist/maker unknown,1736-1795,Qing Dynasty (1644-1911),Ceremonial,15 3/8 × 5 3/8 inches (39 × 13.7 cm),Porcelain with overglaze enamel decoration,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/tcBMW/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/207834
207835,Buddhist Altar Piece,Artist/maker unknown,1736-1795,Qing Dynasty (1644-1911),Ceremonial,15 1/4 x 5 5/8 inches (38.7 x 14.3 cm),Porcelain with overglaze enamel decoration,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/BxyuN/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/207835
259999,Jar,Artist/maker unknown,c. 1300,Yuan Dynasty (1271-1368),Containers,1 7/8 x 2 1/8 inches (4.8 x 5.4 cm),Porcelain with underglaze blue decoration,,"Gift of the Friends of the Philadelphia Museum of Art, 1970","https://iiif.micr.io/PAfgA/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/259999
268826,Set of Ink Sticks (Nine) and Box,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Tools/Equipment,8 5/8 x 4 5/8 inches (21.9 x 11.7 cm),Ink and lacquered wood with gilt decoration (box),,"Gift of Frank Donaldson, 1972","https://iiif.micr.io/qcOUV/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/268826
277525,Bencharong Pedestal Dish,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,2 x 4 1/8 inches (5.1 x 10.5 cm),Porcelain with overglaze enamel and gold decoration (lai nam thong),,"Gift from Doris Duke's Southeastern Asian Art Collection, 2003","https://iiif.micr.io/VWLBj/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/277525
320571,Saucer,Artist/maker unknown,c. 1800,Qing Dynasty (1644-1911),Containers,1 1/8 × 5 inches (2.9 × 12.7 cm),Porcelain with underglaze and gilt decoration,,"Gift of George Horace Lorimer, 1930","https://iiif.micr.io/LcEJG/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320571
320666,Saucer,Artist/maker unknown,1800-1810,Qing Dynasty (1644-1911),Containers,1 1/4 × 5 3/4 inches (3.2 × 14.6 cm),Hard-paste porcelain with overglaze enamel and gilt decoration,,"Gift of the Herman N. and Eleanor G. Ellis Foundation, 1993","https://iiif.micr.io/TGdCV/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320666
326543,Bronze Vessel with Cover (Hu),Artist/maker unknown,206 BCE-220 CE,Han Dynasty (206 BCE-220 CE),Containers,Height: 7 1/16 inches (18 cm),Bronze painted with pigments,,Promised gift of Marguerite and Gerry Lenfest,"https://iiif.micr.io/oosDd/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/326543
331451,Cup,Artist/maker unknown,c. 1800,Qing Dynasty (1644-1911),Containers,3 5/8 × 4 1/4 inches (9.2 × 10.8 cm),Hard paste porcelain with enamel and gilt decoration,,"Purchased with funds contributed by Hannah L. Henderson, 2014","https://iiif.micr.io/VKFnQ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/331451
331452,Saucer,Artist/maker unknown,c. 1800,Qing Dynasty (1644-1911),Containers,Diameter: 5 1/2 inches (14 cm),Hard paste porcelain with enamel and gilt decoration,,"Purchased with funds contributed by Hannah L. Henderson, 2014","https://iiif.micr.io/Ktxlr/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/331452
335979,Necklace with Archaic Dragons and Large Spiral Disks,Artist/maker unknown,First quarter of 20th century,,Jewelry,11 3/4 × 10 3/4 inches (29.8 × 27.3 cm),Silver,,"Gift of Ann E. McPhail, 2017","https://iiif.micr.io/uPvww/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/335979
343214,Bamboo Undervest,Artist/maker unknown,1911-1930,,Costume (including accessories),21 3/4 × 17 3/4 inches (55.2 × 45.1 cm),"Bamboo beads, cotton thread",,"Gift of Margo Coffin Groff, 2018","https://iiif.micr.io/qapZT/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/343214
41692,Jar,Artist/maker unknown,c. 2600-2300 BCE,,Containers,12 3/4 x 17 inches (32.4 x 43.2 cm),Earthenware with painted decoration,This jar was made during the Banshan phase of the Majiayao culture.,"Gift of Horace H. F. Jayne, 1926","https://iiif.micr.io/HWMTw/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/41692
37608,Bowl with Landscape,Artist/maker unknown,1796-1820,Qing Dynasty (1644-1911),Containers,5 13/16 x 2 5/16 inches (14.7 x 5.8 cm),Porcelain with overglaze enamel decoration,,"The Bloomfield Moore Collection, 1882","https://iiif.micr.io/LvIsw/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/37608
207024,Dish with Foliate Rim,Artist/maker unknown,1127-1279,Southern Song Dynasty (1127-1279),Containers,1 3/16 x 6 5/16 inches (3 x 16 cm),Glazed stoneware (Longquan ware),"The green color and thick, unctuous texture of this glaze produced by the Longquan kilns has the desirable smooth touch of jade.","Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/OHAFq/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/207024
73578,Teabowl with Hare's Fur Glaze,Artist/maker unknown,1100-1200,Song Dynasty (960-1279),Containers,2 13/16 × 4 13/16 inches (7.2 × 12.3 cm),Glazed stoneware (Jian ware),The Song dynasty emperor Huizong (ruled 1101–26) famously noted in his <i>Treatise on Tea</i> (1107) that the beverage looked its best in bowls decorated with “hare’s fur” markings. The silvery brown effect was the result of excess amounts of iron oxide in the glaze crystallizing during firing.,"Gift of Mrs. E. Paul du Pont, 1980","https://iiif.micr.io/VnBRw/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/73578
48861,Brushwasher in the Form of a Lotus Leaf,Artist/maker unknown,Mid- 17th century,Qing Dynasty (1644-1911),Containers,Width: 4 1/4 inches (10.8 cm),Porcelain with white glaze (Dehua ware),"The elegant shape of this brushwasher exemplifies the simple style that appealed to the Chinese literati. In addition to washing brushes, such a piece would have been used to hold fresh water for preparing ink.","Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/sSdHT/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48861
55311,Vase (one of a pair),Artist/maker unknown,1662-1722,Qing Dynasty (1644-1911),Containers,17 1/8 x 7 3/8 inches (43.5 x 18.7 cm),Porcelain with overglaze enamel decoration (Famille verte),"This vase, one of a pair, is decorated with an idyllic garden scene: pheasants perch on rocks amid flowering peonies and magnolias, while blue jays cavort in the branches above. Along the shoulder are the symbols of the ""Four Accomplishments"" of the Chinese scholar: a pair of scrolls (painting), bound books (calligraphy), a wrapped qin or lute (music), and a game board and pieces (playing xiangqi, a type of Chinese chess game). The auspicious bees, butterflies, and floral sprays at the neck of the vase complete the picture of an ideal scholar's world.","The Alfred and Margaret Caspary Memorial Gift, 1955","https://iiif.micr.io/WUOEB/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/55311
