藏品编号,藏品名称,作者,时间,朝代,类别,尺寸,媒介,摘要,信用信息,图片链接,详情链接
228520,Chinese Lady with Pekinese,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Furniture/Furnishings,22 13/16 x 16 9/16 inches (58 x 42 cm),"Reverse painting on mirror, lacquered wood frame",,"Gift of Hope Starr Lloyd and Floyd T. Starr, 1952","https://iiif.micr.io/EKWht/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/228520
173375,Lady Wearing Chinese Dress,Artist/maker unknown,Late 19th century,Qing Dynasty (1644-1911),Paintings,13 3/8 × 7 7/8 inches (34 × 20 cm),"Watercolor on paper, mounted on Bristol paper",,"Gift of Mrs. Hampton L. Carson, 1929","https://iiif.micr.io/EqgSd/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/173375
198144,Lady Playing the Chinese Lute,Artist/maker unknown,Second half of 19th century,Qing Dynasty (1644-1911),Paintings,5 1/2 × 3 3/4 inches (14 × 9.5 cm),Watercolor on pith paper,,"Bequest of Mrs. Winifred Bell, 1937","https://iiif.micr.io/LYVbl/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/198144
216071,Calligraphy of a Chinese Poem,Dokuryū Ōbaku,Late 17th century,,Calligraphy,"image: 49 × 20 3/4 inches (124.5 × 52.7 cm)
overall with mounting: 70 3/4 × 24 5/8 inches (179.7 × 62.5 cm)",Ink on paper; hanging scroll,"Öbaku Dokuryü was a noted calligrapher and poet in his native China before he emigrated to Japan in 1653 to join the Öbaku Zen temple Mampuki-ji, near Kyoto, Japan. His elegant and flowing calligraphy style strongly influenced his Japanese literati contemporaries.","Bequest of Elizabeth Prior Denis, 2003","https://iiif.micr.io/fugsO/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/216071
173392,Chinese Lady Holding a Rose,Artist/maker unknown,Late 19th century,Qing Dynasty (1644-1911),Paintings,12 15/16 × 8 7/8 inches (32.8 × 22.5 cm),"Watercolor on paper, mounted on Bristol paper",,"Gift of Mrs. Hampton L. Carson, 1929","https://iiif.micr.io/rQiYX/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/173392
312539,Sketchbook: Chinese Tradespeople and Craftsmen,Artist/maker unknown,c. 1842,Qing Dynasty (1644-1911),Drawings,"Image (Drawing): 11 × 7 1/2 inches (27.9 × 19.1 cm)
Mount: 13 × 9 inches (33 × 22.9 cm)",Ink on pith paper,,"John G. Johnson Collection, 1917","https://iiif.micr.io/NKynX/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/312539
55659,Headdress for a Manchu Chinese Woman,Artist/maker unknown,1875-1900,Qing,Costume (including accessories),Head Circumference: 20 7/8 inches (53 cm),"Silk satin and plain weave with metal, kingfisher feathers, precious and semiprecious stones, pearls, metal wire, and silk-wrapped wire","The delicate metal ornaments on this headdress, designed to move with every step, are decorated with bright blue feathers from kingfishers, small birds prized for their iridescent plumage. The bamboo, lingzhi fungus, and rocks depicted symbolize longevity, while the bats convey wishes of happiness. ","Gift of Mrs. Henry W. Breyer, Sr., 1956","https://iiif.micr.io/CqdTP/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/55659
42920,Six Episodes from Chinese Official Histories,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Paintings,7 15/16 inches × 7 15/16 inches × 7 feet 6 3/16 inches (20.1 × 20.2 × 229 cm),Ink and color on silk; handscroll,,"Purchased with funds contributed by Edward B. Robinette from the Simkhovitch Collection, 1929","https://iiif.micr.io/kYqSG/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/42920
58448,Sofa,Artist/maker unknown,c. 1825-1830,Qing Dynasty (1644-1911),Furniture/Furnishings,37 inches × 6 feet 8 1/2 inches × 24 3/4 inches (94 × 204.5 × 62.9 cm),"Chinese elm, rattan","The great-grandfather of the donor of this sofa reputedly had it made in China and brought it to Philadelphia in his own ship. The Chinese craftsmen based its design on a contemporary English model of an upholstered sofa, likely working from an illustration in one of the numerous design or manufacturing books that were circulated in the period.","Bequest of Eugenie M. Fryer, 1961","https://iiif.micr.io/szFiX/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/58448
200916,Chinese Lady Standing under Bamboo Tree,Artist/maker unknown,Late 19th - early 20th century,Qing Dynasty (1644-1911),Prints,Image: 17 11/16 × 11 inches (45 × 28 cm),Color woodcut,,"Purchased with the John T. Morris Fund, 1939","https://iiif.micr.io/kjTkv/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/200916
224610,Chinese Lady Dressed in Silk Robes,Artist/maker unknown,Mid- 19th century,Qing Dynasty (1644-1911),Paintings,11 × 6 7/8 inches (28 × 17.5 cm),"Gouache on pith paper, mounted as an album painting",,"Gift of the grandchildren of Benjamin F. Brown in his memory, 1952","https://iiif.micr.io/zzmia/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/224610
198136,Female Musician Playing the Chinese Lute (Ruan),Artist/maker unknown,Second half of 19th century,Qing Dynasty (1644-1911),Paintings,5 1/2 × 3 3/4 inches (14 × 9.5 cm),Watercolor on pith paper,,"Bequest of Mrs. Winifred Bell, 1937","https://iiif.micr.io/GfecF/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/198136
224604,Serving Tea to a Chinese Female Aristocrat,Artist/maker unknown,Mid- 19th century,Qing Dynasty (1644-1911),Paintings,11 × 6 7/8 inches (28 × 17.5 cm),"Gouache on pith paper, mounted as an album painting",,"Gift of the grandchildren of Benjamin F. Brown in his memory, 1952","https://iiif.micr.io/ToUFp/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/224604
161042,Charger,Artist/maker unknown,c. 1730,Qing Dynasty (1644-1911),Containers,2 × 10 inches (5.1 × 25.4 cm),Hard-paste porcelain,,"Purchased with funds contributed by the Herman N. and Eleanor G. Ellis Foundation, 1993","https://iiif.micr.io/NENEj/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161042
59926,Informal Court Dress for a Manchu Chinese Woman,Artist/maker unknown,1875-1900,,Costume (including accessories),57 1/8 inches × 6 feet 5 3/8 inches (145.1 × 196.5 cm),Silk with silk embroidery,,"Gift of Marjorie E. Hess, 1964","https://iiif.micr.io/vlvnk/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/59926
173379,Chinese Lady Holding a Fan and Opium Pipe,Artist/maker unknown,Late 19th century,Qing Dynasty (1644-1911),Paintings,11 7/16 × 7 1/2 inches (29 × 19 cm),"Watercolor on paper, mounted on Bristol paper",,"Gift of Mrs. Hampton L. Carson, 1929","https://iiif.micr.io/MUmvN/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/173379
161471,Stand,Artist/maker unknown,c. 1810,Qing Dynasty (1644-1911),Containers,1 1/4 x 9 7/8 x 11 inches (3.2 x 25.1 x 27.9 cm),Hard-paste porcelain,"The decoration on this stand, known as the ""Quaker Farmer"" pattern, is according to Morris family history based on a drawing made by Mary Hollingsworth Morris (1776-1820).  Mary was married to Israel Morris, the tenth child of ""Captain"" Samuel Morris, a prominent Philadelphian active in the China Trade.  The claim is supported by a notation on the reverse of the drawing that reads, ""The China in Table & Tea Sets was recd Executed calld the Cow China.  Pattern for Set of China copied by Mary H. Morris Jan. 7. 1797.""","Gift of Dr. John B. Carson, 1976","https://iiif.micr.io/lgUUJ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161471
107953,Short Chinese Buddhist Rosary with Semi Precious Stones,Artist/maker unknown,c. 1900,,Jewelry,10 1/2 × 3 3/4 inches (26.7 × 9.5 cm),"Jade, coral, tourmaline, and pearls",,"Gift of Natacha Rambova, 1961","https://iiif.micr.io/IRVSH/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/107953
151752,Saucer,Artist/maker unknown,c. 1760-1770,,Containers,3/4 × 4 7/8 inches (1.9 × 12.4 cm),Hard-paste porcelain,,"Gift of Lydia Thompson Morris, 1928","https://iiif.micr.io/jLczp/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/151752
151753,Saucer,Artist/maker unknown,c. 1765-1770,,Containers,3/4 × 4 3/4 inches (1.9 × 12.1 cm),Hard-paste porcelain,,"Gift of Lydia Thompson Morris, 1928","https://iiif.micr.io/bYTgQ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/151753
151754,Cup,Artist/maker unknown,c. 1765-1770,,Containers,2 1/2 × 3 1/2 × 2 3/8 inches (6.4 × 8.9 × 6 cm),Hard-paste porcelain,,"Gift of Lydia Thompson Morris, 1928","https://iiif.micr.io/alSDO/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/151754
147559,Candlestick,Artist/maker unknown,c. 1735,Qing Dynasty (1644-1911),Lighting,7 3/4 × 4 3/8 × 4 1/4 inches (19.7 × 11.1 × 10.8 cm),Porcelain with underglaze decoration,,"Purchased with the Annual Membership Fund, 1921","https://iiif.micr.io/prGEc/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/147559
120948,Plate,Artist/maker unknown,c. 1870,Qing Dynasty (1644-1911),Containers,2 × 10 3/4 inches (5.1 × 27.3 cm),Hard-paste porcelain with enamel decoration,,"The General Hector Tyndale Memorial Collection, 1897","https://iiif.micr.io/ncAxx/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/120948
134817,Cup,Artist/maker unknown,c. 1785,Qing Dynasty (1644-1911),Containers,2 3/4 × 3 3/8 × 2 3/8 inches (7 × 8.6 × 6 cm),Hard-paste porcelain with enamel decoration,,"Bequest of Miss Cornelia Thompson, 1904","https://iiif.micr.io/Ziobe/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/134817
320004,Saucer,Artist/maker unknown,c. 1870,,Containers,1 × 4 7/16 inches (2.5 × 11.3 cm),Hard-paste porcelain with enamel decoration,,"The General Hector Tyndale Memorial Collection, 1897","https://iiif.micr.io/QrXie/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320004
135047,Plate,Artist/maker unknown,c. 1785,Qing Dynasty (1644-1911),Containers,1 × 8 15/16 inches (2.5 × 22.7 cm),Porcelain with underglaze and enamel decoration,,"Gift of Mrs. Charles Platt, 1909","https://iiif.micr.io/nRjgA/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/135047
152098,Saucer,Artist/maker unknown,1824,Qing Dynasty (1644-1911),Containers,3/4 × 4 5/8 inches (1.9 × 11.7 cm),Porcelain with overglaze enamel decoration,,"Gift of Mrs. Henry Brinton Coxe, 1928","https://iiif.micr.io/vaxUC/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/152098
152108,Plate,Artist/maker unknown,1819-1825,Qing Dynasty (1644-1911),Containers,5/8 × 8 7/8 inches (1.6 × 22.5 cm),Porcelain with overglaze enamel decoration,,"Gift of Mrs. Henry Brinton Coxe, 1928","https://iiif.micr.io/HNySh/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/152108
320479,Saucer,Artist/maker unknown,c. 1750,Qing Dynasty (1644-1911),Containers,1 × 4 7/8 inches (2.5 × 12.4 cm),Hard-paste porcelain with enamel decoration,,"Bequest of Mrs. Mary H. Griffith, 1910","https://iiif.micr.io/WLUPJ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320479
46119,Tea Table with Figures in a Chinese Formal Garden,Artist/maker unknown,c. 1839,Qing Dynasty (1644-1911),Furniture/Furnishings,31 11/16 x 35 5/8 inches (80.5 x 90.5 cm),Wood with lacquer and gilded decoration,"<P></P>Highly refined lacquer furniture—generally in the form of chests or cabinets made in China and Japan for their domestic markets—was available, in limited quantities, in Europe from as early as the mid-seventeenth century. These costly and cherished objects were found in many of Europe’s most prestigious households, where they were often raised on stands with elaborate gilded or japanned (the European version of lacquer) decoration. 

<P></P>By the early nineteenth century, the fashion for Asian lacquerware had reached the middle classes in Europe and the United States. In response, Asian craftsmen began to manufacture Western-style lacquer furniture such as this example. This table was made for Philadelphian John A. Lewis while he was in China. Lewis’s father was in the China trade and when he died, John and his brother took over the business, which was located at the southeast corner of Walnut and Front Streets in Philadelphia.
","Gift of Mrs. Joseph H. Burroughs, 1940","https://iiif.micr.io/KXNFh/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/46119
123624,Cup,Artist/maker unknown,c. 1735-1745,Qing Dynasty (1644-1911),Containers,3 × 3 1/4 inches (7.6 × 8.3 cm),Hard-paste porcelain with enamel decoration,,"The Bloomfield Moore Collection, 1882","https://iiif.micr.io/nYYUx/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/123624
123852,Vase and Cover,Artist/maker unknown,1736-1795,Qing Dynasty (1644-1911),Containers,11 1/8 × 4 1/4 inches (28.3 × 10.8 cm),Porcelain with overglaze enamel decoration,,"The Bloomfield Moore Collection, 1882","https://iiif.micr.io/PKuYj/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/123852
139416,Cup,Artist/maker unknown,c. 1785-1790,Qing Dynasty (1644-1911),Containers,2 3/8 × 3 1/4 × 2 3/8 inches (6 × 8.3 × 6 cm),Porcelain with underglaze and gilt decoration,,"Gift of Miss Mary Howley, 1915","https://iiif.micr.io/fFQBx/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/139416
320492,Saucer,Artist/maker unknown,c. 1785-1790,Qing Dynasty (1644-1911),Containers,1 1/2 × 5 1/8 inches (3.8 × 13 cm),Porcelain with underglaze and gilt decoration,,"Gift of Miss Mary Howley, 1915","https://iiif.micr.io/ZgNlD/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320492
58206,Bowl (Wan),Artist/maker unknown,1662-1722,Qing Dynasty (1644-1911),Containers,4 1/2 x 9 inches (11.4 x 22.9 cm),Porcelain with overglaze enamel and gilt decoration (Chinese Imari),,"Gift of Beatrice Bancroft Wolfe in memory of Catherine Wolfe Cole, 1960","https://iiif.micr.io/cPEcC/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/58206
120961,Cup,Artist/maker unknown,c. 1870,,Containers,2 3/16 × 3 1/4 × 2 3/8 inches (5.6 × 8.3 × 6 cm),Hard-paste porcelain with enamel decoration,,"The General Hector Tyndale Memorial Collection, 1897","https://iiif.micr.io/ISqsz/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/120961
123850,Vase and Cover,Artist/maker unknown,1736-1795,Qing Dynasty (1644-1911),Containers,11 1/8 × 4 1/4 inches (28.3 × 10.8 cm),Porcelain with overglaze enamel decoration,,"The Bloomfield Moore Collection, 1882","https://iiif.micr.io/MjjDQ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/123850
138563,Bowl,Artist/maker unknown,Late 18th century,Qing Dynasty (1644-1911),Containers,5 3/16 × 13 inches (13.2 × 33 cm),Hard-paste porcelain with underglaze decoration,,"Gift of Miss Letitia A. Humphreys, 1915","https://iiif.micr.io/OZwAN/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/138563
146064,Plate,Artist/maker unknown,1819-1825,Qing Dynasty (1644-1911),Containers,1 1/8 × 8 7/8 inches (2.9 × 22.5 cm),Porcelain with overglaze enamel decoration,"This plate was made in China, for export to the Islamic market. It is part of an elaborate dessert set made for Azim Jah, a descendent in the Wallajah family and the Nawab of Arcot (ruled 1819 to 1825). The pink pattern is a Chinese copy of a design found on English porcelain.","Purchased with the J. W. Lindsay Fund, 1927","https://iiif.micr.io/LWJSv/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/146064
152099,Saucer,Artist/maker unknown,1824,Qing Dynasty (1644-1911),Containers,3/4 × 4 5/8 inches (1.9 × 11.7 cm),Porcelain with overglaze enamel decoration,,"Gift of Mrs. Henry Brinton Coxe, 1928","https://iiif.micr.io/boeiG/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/152099
346036,Collection of Rotted Wood,Mansheng Wang,2019,,Paintings,11 × 7 7/8 inches (28 × 20 cm),Chinese ink on paper; mounted as an album,,"Purchased with the East Asian Art Revolving Fund, 2019","https://iiif.micr.io/BqWZt/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/346036
37773,Platter,Artist/maker unknown,c. 1760,Qing Dynasty (1644-1911),Containers,1 3/4 × 15 7/8 inches (4.4 × 40.3 cm),Hard-paste porcelain with underglaze blue decoration,"This platter was made for the Grill family, whose heraldic device was the stork.","The Bloomfield Moore Collection, 1882","https://iiif.micr.io/rbmuv/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/37773
126504,Platter,Artist/maker unknown,1820-1837,Qing Dynasty (1644-1911),Containers,1 1/2 × 14 5/8 × 17 1/4 inches (3.8 × 37.1 × 43.8 cm),Porcelain with overglaze enamel and gilt decoration,,"Gift of J. Marx Etting, 1893","https://iiif.micr.io/Alaqv/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/126504
150109,Platter,Artist/maker unknown,Late 18th century,Qing Dynasty (1644-1911),Containers,7 7/8 × 10 3/4 × 1 inches (20 × 27.3 × 2.5 cm),Hard-paste porcelain with gilt decoration,,"Purchased with the Francis T. S. Darley Fund, 1921","https://iiif.micr.io/nJRhg/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/150109
152106,Plate,Artist/maker unknown,c. 1820,Qing Dynasty (1644-1911),Containers,3/4 × 8 7/8 inches (1.9 × 22.5 cm),Hard-paste porcelain with enamel decoration,,"Gift of Mrs. Henry Brinton Coxe, 1928","https://iiif.micr.io/TRtPf/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/152106
160289,Cup,Artist/maker unknown,c. 1800,Qing Dynasty (1644-1911),Containers,2 1/2 × 3 1/4 × 2 1/4 inches (6.4 × 8.3 × 5.7 cm),Porcelain with underglaze and gilt decoration,,"Gift of George Horace Lorimer, 1930","https://iiif.micr.io/jUjnX/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160289
160331,Cup,Artist/maker unknown,c. 1800,Qing Dynasty (1644-1911),Containers,2 1/2 × 3 1/4 × 2 1/4 inches (6.4 × 8.3 × 5.7 cm),Porcelain with underglaze and gilt decoration,,"Gift of George Horace Lorimer, 1930","https://iiif.micr.io/nJtSc/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160331
160333,Cup,Artist/maker unknown,c. 1800,Qing Dynasty (1644-1911),Containers,1 15/16 × 3 1/8 inches (4.9 × 7.9 cm),Porcelain with underglaze and gilt decoration,,"Gift of George Horace Lorimer, 1930","https://iiif.micr.io/WvVkt/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160333
160337,Cup,Artist/maker unknown,c. 1800,Qing Dynasty (1644-1911),Containers,1 15/16 x 3 1/8 inches (4.9 x 7.9 cm),Porcelain with underglaze and gilt decoration,,"Gift of George Horace Lorimer, 1930","https://iiif.micr.io/gJSgx/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160337
160605,Soup Plate,Artist/maker unknown,c. 1785,Qing Dynasty (1644-1911),Containers,1/2 × 9 9/16 inches (1.3 × 24.3 cm),Hard-paste porcelain with enamel decoration,,"Bequest of Warner J. Steel, 1937","https://iiif.micr.io/FTMLR/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160605
160870,Cup,Artist/maker unknown,c. 1740,Qing Dynasty (1644-1911),Containers,2 3/4 × 3 1/16 inches (7 × 7.7 cm),Hard-paste porcelain with enamel decoration,,"Gift of the nephews of Mrs. Morris Hawkes, 1948","https://iiif.micr.io/YodMc/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160870
160950,Cup,Artist/maker unknown,Late 18th century,Qing Dynasty (1644-1911),Containers,1 1/4 × 2 1/2 inches (3.2 × 6.4 cm),Hard-paste porcelain with enamel decoration,,"Gift of Mr. and Mrs. Laurence Eyre, 1958","https://iiif.micr.io/fksXP/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160950
161365,Cup,Artist/maker unknown,c. 1785,Qing Dynasty (1644-1911),Containers,2 5/8 × 3 3/8 × 2 3/8 inches (6.6 × 8.5 × 6 cm),Hard-paste porcelain with enamel decoration,,"Gift of the nephews of Mrs. Morris Hawkes, 1948","https://iiif.micr.io/kWQCQ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161365
161447,Vase,Artist/maker unknown,c. 1785,Qing Dynasty (1644-1911),Containers,10 9/16 × 4 × 4 inches (26.8 × 10.2 × 10.2 cm),Hard-paste porcelain with enamel decoration,,"Gift of Mr. and Mrs. Laurence Eyre, 1958","https://iiif.micr.io/qDyQD/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161447
207619,Vase,Artist/maker unknown,c. 1745,Qing Dynasty (1644-1911),Containers,4 11/16 × 2 1/8 × 1 3/4 inches (11.9 × 5.4 × 4.4 cm),Hard-paste porcelain with enamel decoration,,"Gift of the nephews of Mrs. Morris Hawkes, 1948","https://iiif.micr.io/QAkFI/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/207619
320563,Saucer,Artist/maker unknown,c. 1800,Qing Dynasty (1644-1911),Containers,1 1/8 × 5 inches (2.9 × 12.7 cm),Porcelain with underglaze and gilt decoration,,"Gift of George Horace Lorimer, 1930","https://iiif.micr.io/WyRco/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320563
45974,Punch Bowl,Artist/maker unknown,Late 18th - early 19th century,Qing Dynasty (1644-1911),Containers,6 3/4 × 15 7/8 inches (17.1 × 40.3 cm),Hard-paste porcelain with enamel decoration,,"Bequest of R. Wistar Harvey, 1940","https://iiif.micr.io/Pdrqu/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/45974
136488,Dish with Cover,Artist/maker unknown,c. 1800-1805,,Containers,4 1/2 × 9 1/4 × 11 inches (11.4 × 23.5 × 27.9 cm),Hard-paste porcelain with enamel decoration,,"Purchased with the Annual Membership Fund, 1906","https://iiif.micr.io/Oeffr/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/136488
160329,Cup,Artist/maker unknown,c. 1800,Qing Dynasty (1644-1911),Containers,2 1/2 × 3 1/4 × 2 1/4 inches (6.4 × 8.3 × 5.7 cm),Porcelain with underglaze and gilt decoration,,"Gift of George Horace Lorimer, 1930","https://iiif.micr.io/EGMoV/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160329
160338,Cup,Artist/maker unknown,c. 1800,Qing Dynasty (1644-1911),Containers,1 15/16 x 3 1/8 inches (4.9 x 7.9 cm),Porcelain with underglaze and gilt decoration,,"Gift of George Horace Lorimer, 1930","https://iiif.micr.io/oqSOI/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160338
160417,Dish,Artist/maker unknown,c. 1785,Qing Dynasty (1644-1911),Containers,2 × 18 3/4 inches (5.1 × 47.6 cm),Hard-paste porcelain with enamel decoration,,"Bequest of John W. Pepper, 1935","https://iiif.micr.io/EdQEN/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160417
160793,Plate,Artist/maker unknown,c. 1790-1810,Qing Dynasty (1644-1911),Containers,1 1/2 × 9 3/4 inches (3.8 × 24.8 cm),Hard-paste porcelain with underglaze decoration,,"Gift of John Story Jenks, 1945","https://iiif.micr.io/ucEid/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160793
160811,Saucer,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,1 1/4 × 6 3/16 inches (3.2 × 15.7 cm),Hard-paste porcelain with underglaze decoration,,"Gift of John Story Jenks, 1945","https://iiif.micr.io/qcKNh/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160811
160960,Salt Cellar,Artist/maker unknown,c. 1725,Qing Dynasty (1644-1911),Containers,2 1/4 × 5/8 × 3 5/8 inches (5.7 × 1.6 × 9.2 cm),Hard-paste porcelain with enamel decoration,,"Gift of Mr. and Mrs. Laurence Eyre, 1958","https://iiif.micr.io/rLxAr/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160960
160961,Salt Cellar,Artist/maker unknown,c. 1725,Qing Dynasty (1644-1911),Containers,2 1/4 × 3 5/8 × 3 5/8 inches (5.7 × 9.2 × 9.2 cm),Hard-paste porcelain with enamel decoration,,"Gift of Mr. and Mrs. Laurence Eyre, 1958","https://iiif.micr.io/tMnrZ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160961
160977,Sugar Bowl,Artist/maker unknown,c. 1745,Qing Dynasty (1644-1911),Containers,2 3/8 × 4 5/8 inches (6 × 11.7 cm),Hard-paste porcelain with enamel decoration,,"Gift of Mr. and Mrs. Laurence Eyre, 1958","https://iiif.micr.io/vjJiY/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160977
161444,Sander,Artist/maker unknown,c. 1710,Qing Dynasty (1644-1911),Containers,2 9/16 × 3 3/16 inches (6.5 × 8.1 cm),Hard-paste porcelain with enamel decoration,,"Gift of Mr. and Mrs. Laurence Eyre, 1958","https://iiif.micr.io/vQCPl/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161444
207618,Vase,Artist/maker unknown,c. 1745,Qing Dynasty (1644-1911),Containers,4 15/16 × 2 1/2 × 1 3/4 inches (12.6 × 6.3 × 4.4 cm),Hard-paste porcelain with enamel decoration,,"Gift of the nephews of Mrs. Morris Hawkes, 1948","https://iiif.micr.io/BsFid/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/207618
320632,Saucer,Artist/maker unknown,Late 18th century,Qing Dynasty (1644-1911),Containers,3/4 × 3 3/4 inches (1.9 × 9.5 cm),Hard-paste porcelain with enamel decoration,,"Gift of Mr. and Mrs. Laurence Eyre, 1958","https://iiif.micr.io/UMLxO/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320632
120949,Plate,Artist/maker unknown,c. 1870,Qing Dynasty (1644-1911),Containers,1 3/4 × 9 1/2 inches (4.4 × 24.1 cm),Hard-paste porcelain with enamel decoration,,"The General Hector Tyndale Memorial Collection, 1897","https://iiif.micr.io/egWyr/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/120949
319978,Saucer,Artist/maker unknown,c. 1735-1745,Qing Dynasty (1644-1911),Containers,1 3/8 × 5 1/4 inches (3.5 × 13.3 cm),Hard-paste porcelain with enamel decoration,,"The Bloomfield Moore Collection, 1882","https://iiif.micr.io/JSPXu/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/319978
197567,Inkstone in the Form of a Chinese Zither (Qin),Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Tools/Equipment,3 3/4 x 8 1/2 inches (9.5 x 21.6 cm),Stone (She type) with incised decoration; rosewood (huanghuali) lid over ink pool,"The qin is a Chinese-style zither, which was considered the favorite musical instrument of the literati, who would often bring one along to poetic gatherings. By fashioning this inkstone, used for writing calligraphy, in this particular shape the artist emphasized the sophistication of the future owner.","Purchased with the T. June and Simon Li Charitable Fund of the California Community Foundation, 2002","https://iiif.micr.io/ReLHw/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/197567
152105,Saucer,Artist/maker unknown,1770-1800,Qing Dynasty (1644-1911),Containers,1 1/4 × 6 1/4 inches (3.2 × 15.9 cm),Hard-paste porcelain with enamel decoration,"This dish is decorated with Arabic numerals and Qur'anic inscriptions that were thought to have powerful healing properties. The numbers in the center should add up to the same sum in any direction. Porcelain of this type was popular in India and southeast Asia. This piece was purchased in Madras, India.","Gift of Mrs. Henry Brinton Coxe, 1928","https://iiif.micr.io/BTYxO/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/152105
160298,Saucer,Artist/maker unknown,c. 1800,Qing Dynasty (1644-1911),Containers,1 1/8 × 5 inches (2.9 × 12.7 cm),Porcelain with underglaze and gilt decoration,,"Gift of George Horace Lorimer, 1930","https://iiif.micr.io/nzehG/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160298
