id,name,short_name,country,city,website,collection_url,created_at,updated_at
1,Philadelphia Museum of Art,Philamuseum,United States,Philadelphia,https://www.philamuseum.org,https://www.philamuseum.org/collection,2026-06-01,2026-06-01
