藏品编号,藏品名称,作者,时间,朝代,类别,尺寸,媒介,摘要,信用信息,图片链接,详情链接
68293,Vase,Artist/maker unknown,Early 18th century,Qing Dynasty (1644-1911),Containers,3 7/8 x 2 5/8 inches (9.8 x 6.7 cm),"Glazed porcelain, sang de boeuf",,"Bequest of George D. Widener, 1972","https://iiif.micr.io/XOkCG/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/68293
68303,Vase,Artist/maker unknown,Late 17th century,Qing Dynasty (1644-1911),Containers,6 3/4 x 3 3/4 inches (17.1 x 9.5 cm),"Porcelain, sang de boeuf",,"Bequest of George D. Widener, 1972","https://iiif.micr.io/THoBa/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/68303
71189,Bowl,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Containers,2 3/8 x 8 1/2 inches (6 x 21.6 cm),Glazed porcelain,,"Gift of Eugenia Fuller Atwood, 1977","https://iiif.micr.io/UWRNs/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/71189
103264,Groom,Artist/maker unknown,8th century,Tang Dynasty (618-907),Ceremonial,12 5/8 x 4 5/8 inches (32 x 11.8 cm),Earthenware with sancai (tricolor) glaze and traces of painted decoration on head,,"The Sallie Crozer Hilprecht Collection, 1929","https://iiif.micr.io/rBlhE/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/103264
103286,Vase,Artist/maker unknown,960-1279,Song Dynasty (960-1279),Containers,7 x 3 3/8 inches (17.8 x 8.5 cm),Glazed stoneware (Cizhou ware),,"The Sallie Crozer Hilprecht Collection, 1929","https://iiif.micr.io/FXJWs/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/103286
138602,Fan,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Costume (including accessories),9 13/16 x 17 1/2 inches (25 x 44.5 cm),"Carved sandalwood, silk ribbon, button rivet on metal loop",,"Gift of C. Hartman Kuhn, 1913","https://iiif.micr.io/raGxj/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/138602
141923,Tray,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,1/2 x 4 1/16 inches (1.2 x 10.3 cm),Copper with painted enamel decoration,,"Bequest of Constance A. Jones, 1988","https://iiif.micr.io/Iynkt/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/141923
142316,Bottle,Artist/maker unknown,12th - 13th century,Jin Dynasty (1115-1234),Containers,8 1/8 x 7 11/16 inches (20.6 x 19.6 cm),"Stoneware with underglaze slip decoration (Northern black ware, Cizhou type)",,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/aUqHS/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/142316
142411,Bottle,Artist/maker unknown,618-907,Tang Dynasty (618-907),Containers,6 3/4 x 4 1/2 inches (17.2 x 11.4 cm),Earthenware with sancai (tricolor) glaze,,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/WNOIo/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/142411
142693,Bowl,Artist/maker unknown,960-1279,Song Dynasty (960-1279),Containers,1 5/8 x 3 7/8 inches (4.2 x 9.8 cm),Stoneware with underglaze incised and slip decoration (Cizhou ware),,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/mewYw/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/142693
143193,Hairpin,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Costume (including accessories),1 1/8 x 4 3/8 inches (2.9 x 11.1 cm),Nephrite jade,,"Gift of Mrs. David Townsend in memory of her husband, 1919","https://iiif.micr.io/joHjf/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/143193
150988,Cup,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,1 11/16 x 2 1/16 inches (4.3 x 5.3 cm),Glazed porcelain,,"Gift of Lydia Thompson Morris, 1925","https://iiif.micr.io/GKZuD/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/150988
151882,Bracelet,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Jewelry,2 × 1 1/2 × 3 1/8 inches (5.1 × 3.8 × 8 cm),"Jade, silver",,"Gift of Lydia Thompson Morris, 1925","https://iiif.micr.io/mCOBK/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/151882
158433,Buckle,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Costume (including accessories),1 7/8 x 1 1/2 inches (4.8 x 3.8 cm),Silver,,"Gift of Charles H. Ludington from the George Crofts Collection, 1925","https://iiif.micr.io/BAIYJ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/158433
163245,Table,Artist/maker unknown,Early 19th century,Qing Dynasty (1644-1911),Furniture/Furnishings,35 7/16 × 15 3/4 inches (90 × 40 cm),Asian hardwood (huanghuali); porcelain medallions with overglaze enamel decoration,,"Purchased with Museum funds, 1929","https://iiif.micr.io/QHtKc/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/163245
184545,Robe,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Costume (including accessories),Center Back Length: 42 1/2 inches (108 cm),Orange silk satin with mulitcolored silk embrodiery and gold metallic couching; black silk satin awith blue and white silk embroidery and gold metallic couching; black silk satin; red silk satin; pale oragne plain weave with weft patterning,,"Gift of Mrs. Granville Worrell, 1976","https://iiif.micr.io/Mstqn/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/184545
185018,Vest,Artist/maker unknown,Late 19th - early 20th century,Qing Dynasty (1644-1911),Costume (including accessories),29 x 24 1/2 inches (73.7 x 62.2 cm),"Brilliant blue silk satin; pink figured silk satin; orange, green, and purple silk and gold metallic woven trim; gold metal buttons, peach cotton plain weave",,"Gift of the Reyenthaler Memorial Home in memory of Mabel Steele Jones, 1970","https://iiif.micr.io/HgfJI/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/185018
201482,Guardian,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Sculpture,8 1/4 x 3 3/4 x 4 3/4 inches (21 x 9.5 x 12 cm),Painted and gilded wood; brass mount,,"Bequest of Morris R. Bockius, 1939","https://iiif.micr.io/cKEpC/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/201482
207254,Dish,Artist/maker unknown,960-1279,Song Dynasty (960-1279),Containers,Width: 3 3/4 inches (9.5 cm),"Porcelain with ivory glaze (Ding ware)
",,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/JThuK/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/207254
207565,Bowl,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Containers,3 9/16 x 7 7/8 inches (9.1 x 20 cm),Porcelain with overglaze enamels on biscuit,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/XnfvC/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/207565
208108,Bowl,Artist/maker unknown,19th century or later,Qing Dynasty (1644-1911),Containers,3 x 6 3/4 inches (7.6 x 17.1 cm),Porcelain with overglaze enamel decoration,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/rBnmI/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/208108
208279,Bowl,Artist/maker unknown,1723-1911,Qing Dynasty (1644-1911),Containers,2 5/8 x 5 5/8 inches (6.7 x 14.3 cm),Glazed porcelain with overglaze enamel decoration,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/Zyibq/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/208279
249317,Fan,Artist/maker unknown,Early 20th century,Qing Dynasty (1644-1911),Costume (including accessories),12 1/2 x 24 1/2 inches (31.8 x 62.2 cm),"Paper, bamboo",,"Gift of David C. Sun, 1965","https://iiif.micr.io/Vbnaq/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/249317
291771,Warrior,Artist/maker unknown,386-535,Northern Dynasties (386-581),Sculpture,25 x 7 7/8 x 6 5/16 inches (63.5 x 20 x 16 cm),Earthenware with painted decoration,,"Gift of Jeffrey C. and Carol B. Blank, 2005","https://iiif.micr.io/ljqDg/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/291771
325148,Saucer,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,7/8 × 4 3/4 inches (2.2 × 12 cm),Glazed porcelain,,"Gift of Mrs. Howard H. Lewis, 1964","https://iiif.micr.io/uHakd/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/325148
207029,Pillow,Artist/maker unknown,1100-1400,Jin Dynasty (1115-1234),Furniture/Furnishings,4 3/4 x 9 3/4 x 7 3/4 inches (12.1 x 24.8 x 19.7 cm),Glazed stoneware (Green Jun ware),This rare Jun ware pillow is covered in a green glaze rather than the usual opaque blue glaze associated with the Jun kiln.,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/XZqxt/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/207029
38370,Ewer,Artist/maker unknown,Late 18th - early 19th century,Qing Dynasty (1644-1911),Containers,3 3/8 x 6 5/8 inches (8.6 x 16.8 cm),Glazed porcelain with overglaze enamel decoration,,"The Bloomfield Moore Collection, 1899","https://iiif.micr.io/WsxLW/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/38370
38371,Ewer,Artist/maker unknown,Late 18th - early 19th century,Qing Dynasty (1644-1911),Containers,11 7/16 x 6 3/4 inches (29.1 x 17.1 cm),Glazed porcelain with overglaze enamel decoration; silver gilt mounts,,"The Bloomfield Moore Collection, 1899","https://iiif.micr.io/XssHF/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/38371
38592,Vase,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,9 x 4 7/8 inches (22.9 x 12.4 cm),Porcelain with powder pink glaze,,"Bequest of Dr. Francis W. Lewis, 1902","https://iiif.micr.io/eNzwl/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/38592
38596,Vase,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,8 x 4 7/16 inches (20.3 x 11.3 cm),Porcelain with underglaze painted blue decoration,,"Bequest of Dr. Francis W. Lewis, 1902","https://iiif.micr.io/KVaCj/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/38596
38604,Vase,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,4 5/16 x 32 11/16 inches (11 x 83 cm),"Glazed porcelain, monochrome",,"Bequest of Dr. Francis W. Lewis, 1902","https://iiif.micr.io/rFSOF/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/38604
38629,Plate,Artist/maker unknown,Late 18th century,Qing Dynasty (1644-1911),Containers,Width: 8 7/8 inches (22.5 cm),Porcelain with overglaze enamel decoration (Fencai enameled ware),,"Bequest of Dr. Francis W. Lewis, 1902","https://iiif.micr.io/OTase/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/38629
40081,Bowl,Artist/maker unknown,18th - 19th century,Qing Dynasty (1644-1911),Containers,3 1/8 x 5 1/8 inches (8 x 13 cm),Cloisonné on brass,,"Gift of Mrs. David Townsend in memory of her husband, 1919","https://iiif.micr.io/FTFqt/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40081
40096,Bowl,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,Width: 5 3/4 inches (14.6 cm),Porcelain with overglaze enamel and gilt decoration,,"Gift of Mrs. David Townsend in memory of her husband, 1919","https://iiif.micr.io/jrjLv/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40096
40475,Ewer,Artist/maker unknown,960-1279,Song Dynasty (960-1279),Containers,5 3/4 x 4 5/16 inches (14.6 x 11 cm),Glazed porcelain (Qingbai ware),,"Purchased with the Bloomfield Moore Fund, 1921","https://iiif.micr.io/fXgOF/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40475
40930,Lamp,Artist/maker unknown,960-1279,Song Dynasty (960-1279),Lighting,2 11/16 x 4 9/16 inches (6.9 x 11.6 cm),Ceramic (Marble ware),,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/gyNUS/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40930
41556,Hairpin,Artist/maker unknown,960-1279,Song Dynasty (960-1279),Jewelry,Height: 4 3/4 inches (12.1 cm),Silver,,"Gift of Charles H. Ludington from the George Crofts Collection, 1925","https://iiif.micr.io/Xdchc/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/41556
41565,Horse,Artist/maker unknown,8th century,Tang Dynasty (618-907),Ceremonial,21 7/16 x 22 15/16 inches (54.5 x 58.3 cm),Earthenware with sancai (tricolor) glaze,,"Gift of Charles H. Ludington from the George Crofts Collection, 1925","https://iiif.micr.io/xBtiW/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/41565
41715,Vase,Artist/maker unknown,Early 20th century?,Qing Dynasty (1644-1911),Containers,16 x 10 x 10 inches (40.6 x 25.4 x 25.4 cm),Bronze,,"Gift of Mrs. J. Norman Henry, 1927","https://iiif.micr.io/ZFlHw/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/41715
41962,Groom,Artist/maker unknown,8th century,Tang Dynasty (618-907),Ceremonial,12 5/8 x 3 7/8 inches (32.1 x 9.8 cm),Earthenware with amber glaze and traces of painted decoration on head,,"Gift of Mr. and Mrs. Joseph Wasserman, 1928","https://iiif.micr.io/qiHpw/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/41962
42055,Cup,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,2 15/16 x 2 5/8 inches (7.4 x 6.6 cm),Porcelain with white glaze and relief decoration (Dehua ware),,"Gift of Mrs. Alfred Duane Pell for the Alfred Duane Pell Collection, 1928","https://iiif.micr.io/ngUys/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/42055
42378,Plate,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,Width: 15 1/8 inches (38.4 cm),Porcelain with overglaze enamels and gilding,,"Gift of Mrs. Hampton L. Carson, 1929","https://iiif.micr.io/AtOrm/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/42378
42556,Ornament,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Costume (including accessories),1 3/4 x 2 1/2 inches (4.4 x 6.4 cm),Jade,,"Gift of Joseph Wasserman, 1929","https://iiif.micr.io/PYocx/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/42556
42671,Lotus,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Paintings,Painting: 45 1/4 × 16 9/16 inches (115 × 42 cm),Ink and color on silk; hanging scroll,,"Purchased with Museum funds from the Simkhovitch Collection, 1929","https://iiif.micr.io/GyjQN/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/42671
43775,Chatelaine,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Costume (including accessories),Length: 28 3/8 inches (72 cm),Silver,,"Purchased with Museum funds, 1929","https://iiif.micr.io/MKcIy/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/43775
45439,Teabowl,Artist/maker unknown,960-1208,Song Dynasty (960-1279),Containers,Approximately: 1 1/2 × 3 9/16 inches (3.8 × 9 cm),Glazed stoneware,,"Gift of Mr. and Mrs. John Story Jenks, 1936","https://iiif.micr.io/GGpjc/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/45439
45750,Vase,Artist/maker unknown,19th - early 20th century,Qing Dynasty (1644-1911),Containers,8 1/8 x 4 5/8 inches (20.6 x 11.7 cm),Jade,,"Bequest of Morris R. Bockius, 1939","https://iiif.micr.io/tkjpQ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/45750
45759,Dish,Artist/maker unknown,1368-1644,Ming Dynasty (1368-1644),Containers,1 3/4 x 8 1/8 inches (4.4 x 20.7 cm),Glazed stoneware with mold impressed decoration (Longquan ware),,"Bequest of Morris R. Bockius, 1939","https://iiif.micr.io/YnEbi/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/45759
46174,Vase,Artist/maker unknown,Early 18th century,Qing Dynasty (1644-1911),Containers,10 5/16 x 5 1/4 inches (26.2 x 13.4 cm),Porcelain with underglaze powder-blue decoration and traces of gilt decoration; wooden stand,,"Gift of Mrs. Edward H. Feenessy in memory of Horace Trumbauer, 1941","https://iiif.micr.io/vtIUk/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/46174
47076,Teapot,Artist/maker unknown,19th - early 20th century,Qing Dynasty (1644-1911),Containers,7 3/16 x 3 3/4 x 5 11/16 inches (18.2 x 9.5 x 14.5 cm),Glazed stoneware (Yixing ware),,"Gift of Mrs. John Reilly, 1941","https://iiif.micr.io/mvhfb/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/47076
48719,Dish,Artist/maker unknown,12th century,Jin Dynasty (1115-1234),Containers,1 7/16 x 7 1/4 inches (3.6 x 18.4 cm),Glazed stoneware (Jun ware),,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/SnQgu/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48719
48720,Dish,Artist/maker unknown,13th - 14th century,Yuan Dynasty (1271-1368),Containers,1 x 7 7/8 inches (2.6 x 20 cm),Glazed stoneware (Jun ware),,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/Qoevo/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48720
48726,Vase,Artist/maker unknown,14th century,Ming Dynasty (1368-1644),Containers,13 3/8 x 7 13/16 inches (34 x 19.8 cm),Stoneware with underglaze slip decoration (Cizhou ware),,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/ZPyJf/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48726
48740,Jar,Artist/maker unknown,1368-1644,Ming Dynasty (1368-1644),Containers,13 11/16 × 13 3/8 inches (34.8 × 34 cm),Stoneware with underglaze slip decoration (Cizhou ware),,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/ikOBa/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48740
48814,Cup,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,2 5/16 x 3 1/4 inches (5.8 x 8.3 cm),Porcelain with white glaze (Dehua ware),,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/afEJN/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48814
49655,Jar,Artist/maker unknown,19th - early 20th century,Qing Dynasty (1644-1911),Containers,2 9/16 x 3 9/16 inches (6.5 x 9 cm),Glazed porcelain with puce enamels,,"Gift of Elise Robinson Paumgarten from the Sallie Crozer Hilprecht Collection, 1945","https://iiif.micr.io/Pyusj/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/49655
54073,Vase,Artist/maker unknown,Early 18th century,Qing Dynasty (1644-1911),Containers,17 5/8 x 9 1/16 inches (44.8 x 23 cm),"Glazed porcelain with gilt decoration, monochrome, powder blue",,"Bequest of J. Mitchell Elliot, 1952","https://iiif.micr.io/tTRTH/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/54073
55128,Vase,Artist/maker unknown,Late 1800s to early 1900s,Qing Dynasty (1644-1911),Containers,21 3/4 x 9 inches (55.2 x 22.9 cm),Porcelain with overglaze enamel decoration,,"The Alfred and Margaret Caspary Memorial Gift, 1955","https://iiif.micr.io/WGgIi/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/55128
55133,Vase,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,4 3/8 x 4 5/8 inches (11.1 x 11.7 cm),Porcelain with overglaze enamels on the biscuit (Famille jaune),,"The Alfred and Margaret Caspary Memorial Gift, 1955","https://iiif.micr.io/GOJkl/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/55133
55321,Vase,Artist/maker unknown,Early 18th century,Qing Dynasty (1644-1911),Containers,18 1/8 x 8 1/8 inches (46 x 20.6 cm),"Porcelain with powder blue glaze, overglaze enamel (Famille verte) and gilt decoration",,"The Alfred and Margaret Caspary Memorial Gift, 1955","https://iiif.micr.io/yYdPe/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/55321
55364,Jar,Artist/maker unknown,18th or 19th century,Qing Dynasty (1644-1911),Containers,9 3/4 x 8 3/8 inches (24.8 x 21.3 cm),Porcelain with overglaze enamel decoration on biscuit (Famille jaune),,"The Alfred and Margaret Caspary Memorial Gift, 1955","https://iiif.micr.io/YwrwC/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/55364
55384,Lantern,Artist/maker unknown,18th or 19th century,Qing Dynasty (1644-1911),Lighting,Height: 11 1/4 inches (28.6 cm),Porcelain with overglaze enamel decoration (Famille rose),,"The Alfred and Margaret Caspary Memorial Gift, 1955","https://iiif.micr.io/KOxwK/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/55384
57390,Plate,Artist/maker unknown,Early 19th century,Qing Dynasty (1644-1911),Containers,1 7/8 x 15 1/8 inches (4.8 x 38.4 cm),Porcelain with overglaze enamels and gilt decoration (Famille rose),,"Gift of Mr. and Mrs. Laurence Eyre, 1958","https://iiif.micr.io/FrtJV/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/57390
58859,Horse,Artist/maker unknown,8th century,Tang Dynasty (618-907),Ceremonial,Height: 19 inches (48.3 cm),Earthenware with sancai (tricolor) glaze and traces of painted decoration on saddle,,"Gift of Rodman A. Heeren in memory of his mother, Fernanda Wanamaker Munn, 1962","https://iiif.micr.io/mvsbM/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/58859
59789,Horse,Artist/maker unknown,8th century,Tang Dynasty (618-907),Ceremonial,Height: 18 inches (45.7 cm),Earthenware with sancai (tricolor) glaze,,"Gift of Rodman A. Heeren in memory of his mother, Fernanda Wanamaker Munn, 1963","https://iiif.micr.io/XaNxu/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/59789
65357,Cup,Artist/maker unknown,16th century,Ming Dynasty (1368-1644),Containers,1 3/4 × 3 1/2 × 2 1/8 inches (4.5 × 8.9 × 5.4 cm),Silver,,"Purchased with the John T. Morris Fund, 1969","https://iiif.micr.io/rSOGP/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/65357
67502,Dish,Artist/maker unknown,15th - 16th century,Ming Dynasty (1368-1644),Containers,3 x 13 1/2 inches (7.6 x 34.3 cm),Glazed stoneware (Celadon ware),,"Gift of W. H. Noble, Jr., 1972","https://iiif.micr.io/eMeAx/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/67502
69923,Vase,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,10 1/8 x 2 3/4 inches (25.7 x 7 cm),Glass,,"Gift of Mrs. Katherine Vidal Smith, 1975","https://iiif.micr.io/FCQuf/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/69923
72067,Pillow,Artist/maker unknown,15th century,Ming Dynasty (1368-1644),Furniture/Furnishings,5 1/2 x 8 1/4 x 4 5/8 inches (14 x 21 x 11.7 cm),Stoneware with olive-brown glaze,"The designs of this small headrest demonstrate elements of traditional Chinese architecture intended to ward off malicious influences. A pair of ferocious-looking lions flank an exterior gate with overhanging roofs, which are further guarded by mythical animals. The two sides of this pillow, carved in the form of demon masks, possibly represent the so-called “devil tiles” (guiwa) that often adorn the ends of roof ridges in traditional Chinese architecture.","Gift of the Honorable and Mrs. Hugh Scott, 1977","https://iiif.micr.io/QPCMC/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/72067
76512,Teabowl,Artist/maker unknown,960-1279,Song Dynasty (960-1279),Containers,Width: 4 1/8 inches (10.5 cm),Ceramic,,"Bequest of Craig L. Kauffman, 1983","https://iiif.micr.io/CQJwJ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/76512
83988,Spoon,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Flatware/Culinary Equipment,2 x 4 1/2 inches (5.1 x 11.4 cm),Copper with painted enamel decoration,,"Bequest of Constance A. Jones, 1988","https://iiif.micr.io/aLktt/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/83988
88569,Table,Artist/maker unknown,Late 17th - early 18th century or later,Qing Dynasty (1644-1911),Furniture/Furnishings,13 3/4 x 36 1/2 x 13 3/4 inches (34.9 x 92.7 x 34.9 cm),Rosewood,,"Stella Kramrisch Collection, 1994","https://iiif.micr.io/uGvWV/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/88569
90680,Dish,Artist/maker unknown,Late 12th - early 13th century,Song Dynasty (960-1279),Containers,1 3/8 x 5 inches (3.5 x 12.7 cm),Porcellaneous stoneware (Longquan ware),,"Gift of Dr. Brian M. Salzberg, 1996","https://iiif.micr.io/FJomB/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/90680
103964,Shard,Artist/maker unknown,960-1279,Song Dynasty (960-1279),Containers,4 5/16 x 3 1/8 inches (11 x 8 cm),"Stoneware with ""hare's fur"" glaze (Jian ware )",,"Gift of James Marshall Plumer, 1946","https://iiif.micr.io/wobZs/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/103964
119882,Bowl,Artist/maker unknown,Late 16th - early 17th century,Ming Dynasty (1368-1644),Containers,"Diameter: 8 3/16 inches (20.8 cm)
Height: 4 3/16 inches (10.6 cm)",Porcelain with underglaze cobalt blue decoration (Jingdezhen ware),,"The Bloomfield Moore Collection, 1882","https://iiif.micr.io/qCkxq/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/119882
128748,Fan,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Costume (including accessories),15 15/16 x 10 1/16 inches (40.5 x 25.5 cm),Cream patterned silk gauze embroidered; carved bone stick,,"Gift of Miss Emma Gillingham, 1903","https://iiif.micr.io/kVydn/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/128748
133113,Fan,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Costume (including accessories),21 1/4 x 14 3/4 inches (54 x 37.5 cm),Carved ivory,,"Gift of Miss Fanny B. Coleman, 1908","https://iiif.micr.io/stMVJ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/133113
150989,Cup,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,1 11/16 x 2 1/16 inches (4.3 x 5.3 cm),Glazed porcelain,,"Gift of Lydia Thompson Morris, 1925","https://iiif.micr.io/PTzhV/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/150989
150990,Cup,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,1 11/16 x 2 1/16 inches (4.3 x 5.3 cm),Glazed porcelain,,"Gift of Lydia Thompson Morris, 1925","https://iiif.micr.io/DaWgf/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/150990
168328,Bowl,Artist/maker unknown,Late 18th - 19th century,Qing Dynasty (1644-1911),Containers,2 3/4 x 10 inches (7 x 25.4 cm),Jade (nephrite) with carved decoration,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/BosYf/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/168328
195223,Fan,Artist/maker unknown,c. 1900,Qing Dynasty (1644-1911),Costume (including accessories),Length: 11 inches (27.9 cm),"Pierced and carved wood, silk ribbon",,"Gift of Mrs. C. Jared Ingersoll, 1973","https://iiif.micr.io/MrpBQ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/195223
207304,Dish,Artist/maker unknown,960-1279,Song Dynasty (960-1279),Containers,1 1/8 x 5 9/16 inches (2.9 x 14.2 cm),Porcelain with underglaze incised decoration (Ding ware),,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/mUFrS/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/207304
