Object ID,Title,Period,Medium,Image,Image Download Link,Object URL,Artist
1,baluster vase,1800–1900,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/312,unknown
2,baluster vase,1800–1900,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/313,unknown
3,baluster vase,1800–1900,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/314,unknown
4,basin,1825–45,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP-16170-026.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP-16170-026.jpg,https://www.metmuseum.org/art/collection/search/333,unknown
5,beaker vase,1800–1900,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/433,unknown
6,bench,1916,"mahogany, upholstery",no_image,unknown,https://www.metmuseum.org/art/collection/search/462,louis c. tiffany
7,portrait of benjamin franklin,1790–1883,canvas,https://images.metmuseum.org/CRDImages/ad/original/25894.jpg,https://images.metmuseum.org/CRDImages/ad/original/25894.jpg,https://www.metmuseum.org/art/collection/search/486,unknown
8,bottle,1825–45,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP-16170-019.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP-16170-019.jpg,https://www.metmuseum.org/art/collection/search/602,unknown
9,bowl,1800–1900,porcelain,https://images.metmuseum.org/CRDImages/ad/original/10321.jpg,https://images.metmuseum.org/CRDImages/ad/original/10321.jpg,https://www.metmuseum.org/art/collection/search/664,unknown
10,bowl,1770–1800,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP264258.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP264258.jpg,https://www.metmuseum.org/art/collection/search/693,unknown
11,bowl,1736–95,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/696,unknown
12,bowl,1825–40,porcelain,https://images.metmuseum.org/CRDImages/ad/original/134584.jpg,https://images.metmuseum.org/CRDImages/ad/original/134584.jpg,https://www.metmuseum.org/art/collection/search/716,unknown
13,bowl,1736–95,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP262008.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP262008.jpg,https://www.metmuseum.org/art/collection/search/725,unknown
14,bowl,1800–1900,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/775,unknown
15,bowl,1736–95,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP261188.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP261188.jpg,https://www.metmuseum.org/art/collection/search/776,unknown
16,bowl,ca. 1897,"porcelain, overglaze enamel decoration",https://images.metmuseum.org/CRDImages/ad/original/DP235021.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP235021.jpg,https://www.metmuseum.org/art/collection/search/788,"ceramic art company, trenton, new jersey"
17,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/840,unknown
18,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/842,unknown
19,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/843,unknown
20,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/846,unknown
21,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/848,unknown
22,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/849,unknown
23,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/850,unknown
24,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/851,unknown
25,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/852,unknown
26,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/853,unknown
27,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/854,unknown
28,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/855,unknown
29,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/856,unknown
30,bowl,1750–75,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/857,unknown
31,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/858,unknown
32,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/859,unknown
33,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/860,unknown
34,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/861,unknown
35,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/862,unknown
36,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/863,unknown
37,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/864,unknown
38,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/865,unknown
39,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258517.jpg,https://www.metmuseum.org/art/collection/search/866,unknown
40,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://www.metmuseum.org/art/collection/search/867,unknown
41,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://www.metmuseum.org/art/collection/search/868,unknown
42,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://www.metmuseum.org/art/collection/search/869,unknown
43,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://www.metmuseum.org/art/collection/search/870,unknown
44,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://www.metmuseum.org/art/collection/search/871,unknown
45,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://www.metmuseum.org/art/collection/search/872,unknown
46,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://www.metmuseum.org/art/collection/search/873,unknown
47,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://www.metmuseum.org/art/collection/search/874,unknown
48,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258515.jpg,https://www.metmuseum.org/art/collection/search/875,unknown
49,bowl,1700–1800,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP-26115-001.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP-26115-001.jpg,https://www.metmuseum.org/art/collection/search/876,unknown
50,bowl,ca. 1860–66,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP259237.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP259237.jpg,https://www.metmuseum.org/art/collection/search/877,unknown
51,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258502.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258502.jpg,https://www.metmuseum.org/art/collection/search/882,unknown
52,bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258502.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258502.jpg,https://www.metmuseum.org/art/collection/search/883,unknown
53,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/973,unknown
54,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/974,unknown
55,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/975,unknown
56,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/976,unknown
57,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/977,unknown
58,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/978,unknown
59,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/979,unknown
60,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/980,unknown
61,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/981,unknown
62,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/982,unknown
63,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/983,unknown
64,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/984,unknown
65,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/985,unknown
66,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/986,unknown
67,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/987,unknown
68,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/988,unknown
69,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/989,unknown
70,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/990,unknown
71,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/991,unknown
72,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/992,unknown
73,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/993,unknown
74,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/994,unknown
75,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/995,unknown
76,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/996,unknown
77,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/997,unknown
78,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/998,unknown
79,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/999,unknown
80,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/1000,unknown
81,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/1001,unknown
82,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/1002,unknown
83,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/1003,unknown
84,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/1004,unknown
85,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/1005,unknown
86,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/1006,unknown
87,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/1007,unknown
88,bread plate,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258638.jpg,https://www.metmuseum.org/art/collection/search/1008,unknown
89,bulb pot,1700–1900,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP262498.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP262498.jpg,https://www.metmuseum.org/art/collection/search/1035,unknown
90,bulb pot,18th century,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/1036,unknown
91,cabinet,ca. 1884,"rosewood, ivory, mother-of-pearl, brass, glass, and other woods",https://images.metmuseum.org/CRDImages/ad/original/193008.jpg,https://images.metmuseum.org/CRDImages/ad/original/193008.jpg,https://www.metmuseum.org/art/collection/search/1085,charles tisch
92,candlestand,ca. 1800,wood,https://images.metmuseum.org/CRDImages/ad/original/138632.jpg,https://images.metmuseum.org/CRDImages/ad/original/138632.jpg,https://www.metmuseum.org/art/collection/search/1171,unknown
93,candlestick,1800–1900,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/1217,unknown
94,candlestick,1800–1900,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/1299,unknown
95,candlestick,1800–1900,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/1300,unknown
96,cann,1783,silver,https://images.metmuseum.org/CRDImages/ad/original/DP105882.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP105882.jpg,https://www.metmuseum.org/art/collection/search/1398,paul revere jr.
97,cann,1783,silver,https://images.metmuseum.org/CRDImages/ad/original/DP241437.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP241437.jpg,https://www.metmuseum.org/art/collection/search/1399,paul revere jr.
98,openwork fruit basket,ca. 1770–72,soft-paste porcelain with underglaze blue decoration,https://images.metmuseum.org/CRDImages/ad/original/DP207185.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP207185.jpg,https://www.metmuseum.org/art/collection/search/1980,american china manufactory
99,charger,ca. 1680,tin-glazed earthenware,https://images.metmuseum.org/CRDImages/ad/original/ES5950.jpg,https://images.metmuseum.org/CRDImages/ad/original/ES5950.jpg,https://www.metmuseum.org/art/collection/search/1982,unknown
100,coffee cup,ca. 1784,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP-26110-001.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP-26110-001.jpg,https://www.metmuseum.org/art/collection/search/2109,unknown
101,coffee cup and saucer,ca. 1860–66,porcelain,https://images.metmuseum.org/CRDImages/ad/original/171510.jpg,https://images.metmuseum.org/CRDImages/ad/original/171510.jpg,https://www.metmuseum.org/art/collection/search/2110,unknown
102,coffee cup and saucer,ca. 1860–66,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/2111,unknown
103,coffee cup and saucer,ca. 1860–66,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/2112,unknown
104,coffee cup and saucer,ca. 1860–66,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/2113,unknown
105,coffee urn,1845,silver,https://images.metmuseum.org/CRDImages/ad/original/ADA5792.jpg,https://images.metmuseum.org/CRDImages/ad/original/ADA5792.jpg,https://www.metmuseum.org/art/collection/search/2126,andrew ellicott warner
106,coffeepot,1800–1830,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP264520.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP264520.jpg,https://www.metmuseum.org/art/collection/search/2134,unknown
107,coffeepot,1800–1815,porcelain,https://images.metmuseum.org/CRDImages/ad/original/129669.jpg,https://images.metmuseum.org/CRDImages/ad/original/129669.jpg,https://www.metmuseum.org/art/collection/search/2153,unknown
108,coffret,ca. 1730–60,"copper, enamel, brass",https://images.metmuseum.org/CRDImages/ad/original/DP-13911-011.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP-13911-011.jpg,https://www.metmuseum.org/art/collection/search/2154,unknown
109,comb,ca. 1905,"gold, pearls, enamel, probably horn",no_image,unknown,https://www.metmuseum.org/art/collection/search/2176,florence koehler
110,covered two-handled bowl,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258503.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258503.jpg,https://www.metmuseum.org/art/collection/search/2328,unknown
111,covered two-handled bowl and tray,1785–90,hard-paste porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258503.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258503.jpg,https://www.metmuseum.org/art/collection/search/2329,unknown
112,card case,ca. 1835,tortoiseshell,https://images.metmuseum.org/CRDImages/ad/original/160267.jpg,https://images.metmuseum.org/CRDImages/ad/original/160267.jpg,https://www.metmuseum.org/art/collection/search/2348,unknown
113,creamer,1785–1805,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP264261.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP264261.jpg,https://www.metmuseum.org/art/collection/search/2353,unknown
114,covered vase,1785–1815,porcelain,https://images.metmuseum.org/CRDImages/ad/original/138215.jpg,https://images.metmuseum.org/CRDImages/ad/original/138215.jpg,https://www.metmuseum.org/art/collection/search/2392,unknown
115,covered vase,1785–1815,porcelain,https://images.metmuseum.org/CRDImages/ad/original/138216.jpg,https://images.metmuseum.org/CRDImages/ad/original/138216.jpg,https://www.metmuseum.org/art/collection/search/2393,unknown
116,covered hot water platter,1800–1900,porcelain,https://images.metmuseum.org/CRDImages/ad/original/155839.jpg,https://images.metmuseum.org/CRDImages/ad/original/155839.jpg,https://www.metmuseum.org/art/collection/search/2394,unknown
117,covered hot water platter,1800–1900,porcelain,https://images.metmuseum.org/CRDImages/ad/original/155840.jpg,https://images.metmuseum.org/CRDImages/ad/original/155840.jpg,https://www.metmuseum.org/art/collection/search/2395,unknown
118,covered jewel box,1888,"porcelain, overglaze gilding",no_image,unknown,https://www.metmuseum.org/art/collection/search/2417,m. louise mclaughlin
119,covered jug,1790–1810,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/2419,unknown
120,covered jug,1790–1810,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/2420,unknown
121,covered jug,1790–1810,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/2421,unknown
122,covered jug,1790–1810,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/2422,unknown
123,covered pitcher,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258508.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258508.jpg,https://www.metmuseum.org/art/collection/search/2432,unknown
124,covered pitcher,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258508.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258508.jpg,https://www.metmuseum.org/art/collection/search/2433,unknown
125,covered platter,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258507.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258507.jpg,https://www.metmuseum.org/art/collection/search/2434,unknown
126,covered platter,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258507.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258507.jpg,https://www.metmuseum.org/art/collection/search/2435,unknown
127,covered platter,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258639.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258639.jpg,https://www.metmuseum.org/art/collection/search/2436,unknown
128,covered platter,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258507.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258507.jpg,https://www.metmuseum.org/art/collection/search/2437,unknown
129,covered punch bowl,1745–55,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DT5525.jpg,https://images.metmuseum.org/CRDImages/ad/original/DT5525.jpg,https://www.metmuseum.org/art/collection/search/2441,unknown
130,covered sauce tureen,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258506.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258506.jpg,https://www.metmuseum.org/art/collection/search/2451,unknown
131,covered sauce tureen,1785–90,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP258505.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP258505.jpg,https://www.metmuseum.org/art/collection/search/2452,unknown
132,covered sauceboat,1790–1800,porcelain,https://images.metmuseum.org/CRDImages/ad/original/171552.jpg,https://images.metmuseum.org/CRDImages/ad/original/171552.jpg,https://www.metmuseum.org/art/collection/search/2454,unknown
133,covered sauceboat,1790–1800,porcelain,https://images.metmuseum.org/CRDImages/ad/original/171553.jpg,https://images.metmuseum.org/CRDImages/ad/original/171553.jpg,https://www.metmuseum.org/art/collection/search/2455,unknown
134,covered sauceboat,ca. 1860–66,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/2456,unknown
135,covered sauceboat,ca. 1860–66,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP260299.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP260299.jpg,https://www.metmuseum.org/art/collection/search/2457,unknown
136,covered serving dish,ca. 1860–66,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP260312.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP260312.jpg,https://www.metmuseum.org/art/collection/search/2458,unknown
137,covered serving dish,ca. 1860–66,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP260311.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP260311.jpg,https://www.metmuseum.org/art/collection/search/2459,unknown
138,covered serving dish,ca. 1860–66,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP260310.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP260310.jpg,https://www.metmuseum.org/art/collection/search/2460,unknown
139,covered serving dish,ca. 1860–66,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/2461,unknown
140,covered serving dish,ca. 1860–66,porcelain,no_image,unknown,https://www.metmuseum.org/art/collection/search/2462,unknown
141,covered serving dish,ca. 1860–66,porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP262466.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP262466.jpg,https://www.metmuseum.org/art/collection/search/2463,unknown
